"","Mark","JD","bd_load","log_bd_load"
"600",2016,80,0,0
"601",2018,190,66.54416743,4.21278171619274
"602",2019,189,0,0
"603",2025,190,0,0
"604",2030,155,20317.43131,9.91928369940137
"605",2035,162,1400.498126,7.24529703346517
"606",2037,160,777.2944741,6.65710495397868
"607",2037,190,0,0
"608",2053,166,1753.656633,7.47002846604562
"609",2059,75,0,0
"610",2069,141,1002.243547,6.91099357703065
"611",2069,167,1337.082593,7.19899296748259
"612",2072,155,112918.1462,11.6344273212336
"613",2072,168,105623.6268,11.5676468313988
"614",2072,187,5427.780513,8.59946980446414
"615",2078,104,0,0
"616",2082,77,0,0
"617",2086,104,0,0
"618",2086,191,62.16063483,4.14568124047689
"619",2088,141,160936.8228,11.9887733755858
"620",2088,189,0,0
"621",2094,85,0,0
"622",2101,187,0,0
"623",2102,75,0,0
"624",2108,104,0,0
"625",2108,190,0,0
"626",2112,140,8859.457418,9.08935366958025
"627",2115,166,69274.08258,11.1458405617911
"628",2116,85,0,0
"629",2117,138,698.9048835,6.5509444450965
"630",2117,188,0,0
"631",2120,163,265.3868833,5.5849497005922
"632",2123,166,14043.20754,9.5499653150202
"633",2124,85,0,0
"634",2131,166,349257.3136,12.7635670809876
"635",2141,166,42789.50692,10.6640715560338
"636",2145,166,303929.3336,12.6245537883364
"637",2146,85,0,0
"638",2150,140,0,0
"639",2154,141,11253.40662,9.32851503049388
"640",2170,142,972.6389672,6.88104056470147
"641",2173,69,0,0
"642",2173,162,326.472722,5.79140476000331
"643",2177,80,0,0
"644",2177,166,490707.0942,13.1036047171529
"645",2193,134,0,0
"646",2193,162,377.2136118,5.93545914658674
"647",2197,77,0,0
"648",2201,104,0,0
"649",2201,170,24140.32003,10.0916801754266
"650",2201,190,8799.290781,9.08254004321583
"651",2204,77,0,0
"652",2207,77,0,0
"653",2215,134,0,0
"654",2216,163,35.81751854,3.60597377918293
"655",2219,77,0,0
"656",2222,166,18045.72252,9.80071936943444
"657",2223,85,83.72278081,4.43938452429083
"658",2234,160,360133.1161,12.794231785777
"659",2240,140,2770.282277,7.92706540795336
"660",2240,168,52531.14793,10.869180602699
"661",2242,163,9772.896147,9.18747045233882
"662",2245,160,244.882573,5.50485407643826
"663",2245,190,0,0
"664",2262,160,539.0919193,6.29173934599831
"665",2268,190,0,0
"666",2273,160,59184.41535,10.9884304281888
"667",2281,166,11532.88739,9.35304471081922
"668",2282,85,0,0
"669",2290,166,294349.4151,12.5925262246813
"670",2291,85,0,0
"671",2295,92,0,0
"672",2296,92,0,0
"673",2298,80,0,0
"674",2305,166,7548.487179,8.92923491662492
"675",2306,85,0,0
"676",2306,104,0,0
"677",2306,162,6254.303483,8.74118494018926
"678",2314,166,52962.47083,10.8773577252837
"679",2314,188,9400.574327,9.14863243583036
"680",2317,162,227.0428994,5.42953376651862
"681",2322,166,6471.071946,8.77525157517839
"682",2323,78,0,0
"683",2323,134,124.475521,4.83211068775393
"684",2331,166,215730.7276,12.2817909128909
"685",2332,162,8091.822869,8.99873288231685
"686",2336,189,0,0
"687",2339,80,0,0
"688",2339,138,772.541948,6.65097989995829
"689",2340,167,277217.0701,12.5325597321242
"690",2340,187,2131.00755,7.66481932655526
"691",2345,166,56006.15688,10.93323476298
"692",2346,78,25388.84789,10.1421046837395
"693",2353,80,0,0
"694",2354,188,11892.01918,9.38370688343931
"695",2358,80,0,0
"696",2363,80,0,0
"697",2364,168,450025.6339,13.0170620464395
"698",2366,163,424.9891342,6.0544138393713
"699",2370,142,3203.025712,8.07216333312484
"700",2371,191,0,0
"701",2373,69,0,0
"702",2373,135,30.91514277,3.4630805921431
"703",2373,191,0,0
"704",2377,80,0,0
"705",2380,80,0,0
"706",2381,168,52138.85508,10.8616849080437
"707",2381,191,0,0
"708",2389,160,0,0
"709",2400,160,5461.171151,8.60560163640175
"710",2409,191,1215.418545,7.10366620149429
"711",2411,160,23507.21324,10.065105138646
"712",2414,75,0,0
"713",2428,160,6194.920158,8.73164631539821
"714",2429,139,104834.8492,11.5601510648947
"715",2429,167,107584.9706,11.5860455334506
"716",2429,191,2136.824087,7.66754380896694
"717",2459,142,10090.96557,9.21949489814197
"718",2468,188,227.3525425,5.4308906737928
"719",2473,188,0,0
"720",2474,135,0,0
"721",2474,187,176.6851149,5.18001296631726
"722",2485,188,173.7006024,5.16307366533098
"723",2491,85,0,0
"724",2512,187,0,0
"725",2524,189,0,0
"726",2530,191,66.45353752,4.21143902783149
"727",2532,140,2017.945091,7.61033042180631
"728",2546,166,245885.859,12.4126267863534
"729",2551,168,31553.65138,10.3594762859459
"730",2553,142,416.9570786,6.0353787444774
"731",2557,189,1851.911403,7.52451341240619
"732",2568,163,351.6454195,5.86546307477074
"733",2574,155,143821.6968,11.8763365476975
"734",2580,134,0,0
"735",2586,155,4241.212081,8.35284012939587
"736",2588,169,19121.83853,9.8586386342685
"737",2592,134,5238.815564,8.56404157898571
"738",2592,163,3394.030934,8.13006815158604
"739",2598,155,565815.6504,13.2460253654831
"740",2603,75,0,0
"741",2603,99,0,0
"742",2609,166,5814.505393,8.66828297312799
"743",2612,169,7688.656373,8.94763137658581
"744",2613,141,72214.34248,11.187407802029
"745",2613,166,40740.76716,10.6150090653742
"746",2616,155,208362.1285,12.2470376466245
"747",2616,166,89565.80917,11.4027400969651
"748",2616,189,4827.470667,8.482285064417
"749",2627,188,1648.213692,7.40805390300541
"750",2628,155,62245.41005,11.0388561427845
"751",2629,188,0,0
"752",2641,99,2096.439314,7.64847250538407
"753",2650,99,913.5339139,6.81841455177972
"754",2654,99,0,0
"755",2655,92,0,0
"756",2659,75,0,0
"757",2660,139,22843.96226,10.0364859019934
"758",2660,188,1729.918533,7.4564074905216
"759",2666,78,0,0
"760",2667,92,0,0
"761",2669,166,7350.519693,8.90266233178716
"762",2673,99,0,0
"763",2699,135,13759.03413,9.52952359186217
"764",2712,75,0,0
"765",2718,75,0,0
"766",2720,188,3746.518664,8.22884921035127
"767",2724,187,23523.23745,10.0657865494755
"768",2731,142,1185.964854,7.07915478507274
"769",2732,162,278.7324508,5.63383361349956
"770",2739,80,149.7218537,5.01543610971739
"771",2754,162,866.8358567,6.76600259159338
"772",2757,155,11603.83544,9.35917713851321
"773",2757,191,2163.195597,7.67980402266547
"774",2769,155,109210.0002,11.6010370716518
"775",2775,104,0,0
"776",2775,134,0,0
"777",2775,163,0,0
"778",2781,155,469126.4618,13.0586297840654
"779",2787,168,1360.983372,7.21669727811805
"780",2799,155,26268.80224,10.1761753546726
"781",2800,92,0,0
"782",2820,141,722.6356897,6.58428807472053
"783",2820,191,1265.280007,7.14383875281419
"784",2826,139,29595.84482,10.2954230407117
"785",2826,168,31532.15679,10.3587948677304
"786",2836,188,0,0
"787",2840,188,9439.088562,9.15272064066334
"788",2845,77,0,0
"789",2856,189,0,0
"790",2857,187,0,0
"791",2858,187,5922.475971,8.68667871283218
"792",2865,187,149.5179398,5.01408227841392
"793",2869,168,118112.5771,11.6794019583212
"794",2876,187,0,0
"795",2886,187,1085.422695,6.99064564668197
"796",2910,162,4454.490829,8.40189250869581
"797",2910,189,642.7125391,6.46725225859542
"798",2913,189,0,0
"799",2926,188,1172.305343,7.06758012424176
"800",2927,189,1770.466851,7.47956321173982
"801",2928,166,4252.788374,8.355565246991
"802",2928,187,0,0
"803",2937,189,1374.029499,7.22623046368872
"804",2943,138,20822.01907,9.94381433982152
"805",2944,167,30392.93336,10.3219983069531
"806",2950,167,413279.6862,12.9318822687038
"807",2950,188,9666.920677,9.17656853709381
"808",2954,188,0,0
"809",2966,138,2885.896532,7.96793733974116
"810",2967,166,136749.0878,11.8259103623316
"811",2971,188,236.035225,5.46820875878296
"812",2977,187,0,0
"813",2983,187,0,0
"814",2990,139,5890.27733,8.68122811731057
"815",2990,141,1389.092561,7.23712561455516
"816",2990,187,465.6231125,6.14552189222255
"817",2995,188,42.70212085,3.77739663296052
"818",3005,187,0,0
"819",3009,189,119.9783522,4.79561162215288
"820",3023,187,6955.78991,8.8474734271063
"821",3026,69,0,0
"822",3027,167,148.907863,5.01002085870282
"823",3027,188,77.57070591,4.36399893161981
"824",3047,190,0,0
"825",3061,188,0,0
"826",3063,166,3298.269079,8.10145623170965
"827",3068,188,78.84977106,4.38014700753105
"828",3074,188,19.61009203,3.0257808602005
"829",3082,135,30642.48374,10.3301753164774
"830",3082,168,302895.548,12.6211466004499
"831",3086,188,0,0
"832",3092,187,4558.901592,8.42505632157381
"833",3104,187,0,0
"834",3107,168,0,0
"835",3107,188,0,0
"836",3111,187,6618.23877,8.79773565289328
"837",3117,188,0,0
"838",3118,80,0,0
"839",3123,138,230.1584028,5.44310320192579
"840",3124,166,12179.0579,9.40755529494717
"841",3124,188,245.3837032,5.50689008986165
"842",3128,138,2587.792614,7.85894687380077
"843",3129,162,221843.0235,12.3097298170707
"844",3133,138,146892.1949,11.8974610363783
"845",3134,162,31296.6805,10.351299268351
"846",3134,188,11291.81462,9.33192192811032
"847",3145,138,25388.84789,10.1421046837395
"848",3146,162,53179.45854,10.8814462871743
"849",3146,187,3683.233583,8.21181780008833
"850",3150,138,249.5998701,5.52385752410589
"851",3150,166,272.1632231,5.61006950333504
"852",3151,162,9726.389672,9.18270086292855
"853",3155,106,529.2639239,6.27337485222308
"854",3156,162,534.3373471,6.28289710350663
"855",3160,106,0,0
"856",3161,162,17310.9777,9.75915389352153
"857",3162,166,18468.70412,9.82388705357391
"858",3162,187,8315.419992,9.02598715179112
"859",3173,106,0,0
"860",3173,187,0,0
"861",3174,162,82589.4804,11.3216497034727
"862",3195,168,23862.28064,10.0800961815901
"863",3216,138,9160.273841,9.1227405136108
"864",3217,166,313180.1457,12.6545370423723
"865",3221,138,620.3368844,6.43187342179715
"866",3222,166,279874.4201,12.5420998549272
"867",3222,187,2860.444095,7.95908170470217
"868",3223,187,1464.923473,7.29024067985623
"869",3224,189,0,0
"870",3229,135,444539.3729,13.0047961574831
"871",3234,138,736.5561874,6.60334227161703
"872",3235,166,232523.0539,12.3567489562926
"873",3243,142,429.3554794,6.06461156344152
"874",3248,80,0,0
"875",3256,187,21107.74071,9.9574424853444
"876",3261,92,0,0
"877",3261,142,27911.25886,10.2368212569709
"878",3263,162,3207.394026,8.07352578750375
"879",3263,187,0,0
"880",3267,190,2766.509287,7.92570302031339
"881",3273,92,0,0
"882",3273,142,4071.301424,8.31196357906639
"883",3273,166,92.67007854,4.53977880569619
"884",3281,85,0,0
"885",3285,138,42354.35757,10.6538501990446
"886",3286,92,0,0
"887",3292,190,0,0
"888",3298,92,0,0
"889",3305,142,4947.361934,8.50681187837159
"890",3310,92,0,0
"891",3320,92,0,0
"892",3324,92,0,0
"893",3324,167,1675.391125,7.42439862195434
"894",3331,142,33618.05309,10.4228482414857
"895",3333,92,0,0
"896",3333,140,547.9810184,6.30806386604842
"897",3339,191,1075.849706,6.98179511867204
"898",3345,92,0,0
"899",3351,162,3091.514277,8.03673972090918
"900",3351,190,0,0
"901",3352,142,189.6611153,5.25049758672838
"902",3357,80,0,0
"903",3359,78,0,0
"904",3362,167,182808.86,12.1162018752784
"905",3365,167,1581.105463,7.36651181045456
"906",3367,69,0,0
"907",3369,80,0,0
"908",3383,80,0,0
"909",3396,191,0,0
"910",3399,141,2791.125886,7.93455855097471
"911",3401,92,0,0
"912",3402,69,0,0
"913",3412,92,367.0705428,5.9082746121896
"914",3412,142,483.7349654,6.18360227847933
"915",3418,134,95.03629924,4.56472623708292
"916",3423,92,0,0
"917",3423,142,207229.3291,12.2415861546208
"918",3424,77,0,0
"919",3430,162,6220.3008,8.73573429570101
"920",3435,92,731.5540629,6.59653714417452
"921",3447,168,2262.706354,7.72475872861418
"922",3449,141,1001.560811,6.91031281669264
"923",3449,167,3690.770991,8.21386156525903
"924",3456,141,1288.775215,7.1622232302341
"925",3457,163,1039.810811,6.9477553143465
"926",3460,187,28.56548309,3.38660756906827
"927",3479,189,412.9981569,6.02586152188304
"928",3496,77,0,0
"929",3513,190,95.23078251,4.56674929099897
"930",3514,168,56658.73147,10.944819034051
"931",3518,138,0,0
"932",3519,167,4466.649261,8.40461765688397
"933",3529,189,0,0
"934",3543,75,0,0
"935",3543,141,26466.44876,10.1836709082565
"936",3559,189,16.97224045,2.88882837026375
"937",3570,188,0,0
"938",3578,167,21750.20501,9.98742443774077
"939",3579,191,181.0731275,5.20440840582756
"940",3595,190,0,0
"941",3602,77,0,0
"942",3605,187,0,0
"943",3612,159,2977.791264,7.9992728811076
"944",3619,135,0,0
"945",3624,106,0,0
"946",3624,134,0,0
"947",3626,142,0,0
"948",3627,187,6250.043003,8.74050360928745
"949",3636,139,9907.000722,9.20109786347965
"950",3636,187,0,0
"951",3645,140,0,0
"952",3649,190,49.60865647,3.92412263814372
"953",3657,162,401.0721029,5.99663143298362
"954",3657,188,0,0
"955",3661,190,0,0
"956",3667,159,104692.0693,11.5587881988701
"957",3667,163,18786.0322,9.84092213421697
"958",3668,141,47718.69622,10.7730995103073
"959",3671,142,0,0
"960",3672,187,96999.13975,11.4824676982061
"961",3677,166,5285.430922,8.57289861321877
"962",3678,163,1250.706974,7.13226347794105
"963",3678,191,184.3098676,5.22202938389722
"964",3680,160,251.6492855,5.53200230371096
"965",3681,139,2066.65241,7.63416914123045
"966",3681,188,32870.50343,10.4003614042798
"967",3696,159,5536.109841,8.61922795426391
"968",3707,156,26340.50234,10.1789010101172
"969",3707,163,3447.645025,8.14573668650354
"970",3707,188,154.3841621,5.04590051575124
"971",3713,76,0,0
"972",3719,155,321834.0894,12.6817945486151
"973",3720,78,0,0
"974",3720,142,0,0
"975",3722,142,13702.89325,9.52543525027718
"976",3723,187,50667.76847,10.8330649932604
"977",3732,141,6654.416743,8.80318634990541
"978",3735,159,32892.91034,10.4010428235724
"979",3738,142,529985.7387,13.1806072638945
"980",3739,187,2116.535382,7.65800813571365
"981",3740,142,2582.507743,7.85690334481971
"982",3740,166,51855.39251,10.8562334945829
"983",3743,140,74.81912583,4.32835058047807
"984",3746,189,318.9956432,5.76830738070109
"985",3748,140,13881.463,9.53838166788621
"986",3750,187,243.5512234,5.4994247896308
"987",3755,166,3860.55287,8.25882467948622
"988",3756,163,23992.72153,10.0855474721894
"989",3761,99,526.0279037,6.267253495337
"990",3761,191,140.0498126,4.94911310884025
"991",3770,162,8047.83017,8.99328203935567
"992",3772,135,3779.855457,8.23770557438474
"993",3773,189,0,0
"994",3789,163,18734.89572,9.83819652006625
"995",3797,189,208.9308483,5.34677818267883
"996",3798,187,0,0
"997",3799,163,2163.195597,7.67980402266547
"998",3801,142,3638.331295,8.19955523358917
"999",3802,187,907.9483939,6.81228832017863
"1000",3811,104,3746.518664,8.22884921035127
"1001",3811,162,1083.20601,6.98860321006858
"1002",3813,139,3586.636679,8.1852489580181
"1003",3813,166,195.8338404,5.28235992308792
"1004",3820,142,0,0
"1005",3821,167,2427.22808,7.79491708516458
"1006",3827,162,649.315778,6.47745805722878
"1007",3829,187,1116.175962,7.01855931754882
"1008",3829,188,442.4239345,6.09452627520214
"1009",3830,190,2487.508809,7.81943893817581
"1010",3834,77,0,0
"1011",3840,190,31964.84392,10.3724232342288
"1012",3843,138,357.4437089,5.88177162930095
"1013",3848,139,8163.824492,9.00759051001126
"1014",3851,162,2747.721279,7.91889109306495
"1015",3851,187,0,0
"1016",3866,189,324.9191297,5.78664928218774
"1017",3869,187,1508.483612,7.31952289251294
"1018",3870,142,29656.41007,10.2974672912454
"1019",3870,166,523524.6843,13.1683413707444
"1020",3875,188,767.8184797,6.64485489443796
"1021",3877,139,24338.53144,10.09985711574
"1022",3877,166,142262.1211,11.8654335874536
"1023",3881,162,319.8663346,5.7710246332949
"1024",3888,168,805.8805872,6.69317568606957
"1025",3892,139,4226.786018,8.34943373501873
"1026",3892,187,9222.90876,9.12955417031281
"1027",3894,169,10824.68122,9.28967648114471
"1028",3901,139,28332.84767,10.2518123996984
"1029",3901,163,606956.193,13.3162135453143
"1030",3904,189,0,0
"1031",3913,163,569.296437,6.34615629055399
"1032",3933,99,5906.354709,8.68395341442938
"1033",3933,139,1914.791706,7.55788623967749
"1034",3933,189,24.35512234,3.23298077431915
"1035",3938,168,519.9693063,6.2556911269661
"1036",3939,139,13082.41668,9.47910080496801
"1037",3939,189,2703.148993,7.90254253660639
"1038",3941,80,0,0
"1039",3945,85,0,0
"1040",3954,140,470.4069319,6.15572169531542
"1041",3959,140,0,0
"1042",3962,188,87.69360864,4.48518783080055
"1043",3975,139,281788.1087,12.5489142286579
"1044",3976,162,120552.0255,11.6998449807643
"1045",3976,187,8562.682636,9.05528559110605
"1046",3978,99,0,0
"1047",3981,140,0,0
"1048",3982,187,451.8693929,6.11560376801798
"1049",3985,169,31105.32665,10.3451665067388
"1050",3988,190,1320.782223,7.18673627386133
"1051",3990,99,0,0
"1052",3990,139,1519.833446,7.32701378330483
"1053",3990,188,93.04974866,4.54382388333518
"1054",4008,170,48012.25226,10.7792323405345
"1055",4012,139,304343.8351,12.6259166635136
"1056",4030,189,497.7797132,6.21216454176788
"1057",4032,162,200.0147633,5.30337835461554
"1058",4037,85,0,0
"1059",4037,162,0,0
"1060",4037,191,654.2012312,6.48494241165797
"1061",4049,167,426.4396264,6.05781305360833
"1062",4058,140,4258.588364,8.3569278064256
"1063",4085,160,24994.02766,10.1264321904684
"1064",4085,191,6970.024311,8.84951745292832
"1065",4097,160,619.4920158,6.43051273719685
"1066",4099,169,29879.54495,10.3049628770323
"1067",4099,189,2540.615476,7.84055517201451
"1068",4103,162,1004.294549,6.91303586113466
"1069",4110,160,2501.106539,7.82488827165506
"1070",4113,140,869794.3762,13.6760132631968
"1071",4121,168,9739.654607,9.1840636024891
"1072",4129,160,0,0
"1073",4131,78,0,0
"1074",4131,140,976.6238775,6.88512501273035
"1075",4131,169,59.75174589,4.10679582073774
"1076",4142,160,41131.3004,10.6245489896386
"1077",4143,188,0,0
"1078",4144,141,135635.4121,11.817733144253
"1079",4144,188,832.1088382,6.72516429173506
"1080",4150,188,0,0
"1081",4151,135,37927.56142,10.5434597067293
"1082",4152,141,9110.47231,9.11728959190486
"1083",4152,166,25199.2487,10.1346091424984
"1084",4152,187,2632.255899,7.87597634391162
"1085",4154,168,6169.643076,8.72755833772433
"1086",4159,135,111086.4393,11.6180729116305
"1087",4159,163,119163.5513,11.6882606009619
"1088",4159,187,2261.164981,7.72407758991381
"1089",4161,140,1157.224925,7.05464387502292
"1090",4162,189,0,0
"1091",4173,167,14609.35882,9.58948606433364
"1092",4173,188,957.5135254,6.86538367339292
"1093",4177,159,17680.55562,9.78027731987752
"1094",4182,166,45526.92591,10.7260811729314
"1095",4188,167,13325.34639,9.49749828633111
"1096",4192,188,159.1916538,5.07637093465036
"1097",4207,99,0,0
"1098",4207,139,146392.5556,11.8940538604148
"1099",4222,141,31726.13641,10.364927631844
"1100",4225,168,0,0
"1101",4225,188,0,0
"1102",4238,160,31446.32475,10.3560691949175
"1103",4239,69,0,0
"1104",4244,163,618.6482978,6.42915205547249
"1105",4245,160,17644.44784,9.77823311634836
"1106",4254,140,13136.01545,9.48318913153641
"1107",4254,188,0,0
"1108",4269,160,324476.6057,12.6899718010345
"1109",4273,80,0,0
"1110",4278,189,982.6318755,6.89125171679132
"1111",4284,187,0,0
"1112",4286,135,29961.1005,10.3076885453204
"1113",4293,141,8197.271752,9.0116786490877
"1114",4306,135,341723.8194,12.7417610705256
"1115",4312,135,204284.9462,12.2272759884249
"1116",4312,139,50015.98337,10.8201178941364
"1117",4312,188,1151.718016,7.04987792487669
"1118",4318,135,23700.22634,10.0732820700883
"1119",4331,135,232840.1709,12.3581118301482
"1120",4336,135,0,0
"1121",4342,135,11501.49432,9.35031918822381
"1122",4342,167,10243.38571,9.23448509889485
"1123",4346,140,3031.020235,8.01698442055266
"1124",4355,78,0,0
"1125",4360,135,2048.425373,7.62531472698577
"1126",4360,167,52495.36331,10.8684991758947
"1127",4374,75,0,0
"1128",4374,189,166.0614855,5.11836192130307
"1129",4396,135,498458.5895,13.1192778009056
"1130",4397,139,89261.15993,11.3993329360756
"1131",4397,168,35188.51263,10.4685033805465
"1132",4402,135,4688.068892,8.45298931124013
"1133",4402,188,173.5822762,5.16239612737091
"1134",4404,187,0,0
"1135",4408,135,3475952.959,15.0613795198827
"1136",4408,139,35890.81589,10.4882645788495
"1137",4417,80,0,0
"1138",4417,168,6856.959744,8.83316526307271
"1139",4417,188,0,0
"1140",4421,135,794971.9099,13.5860633174584
"1141",4434,155,230001.6171,12.3458459665362
"1142",4451,140,1221.230036,7.10843236751476
"1143",4451,142,5035.797611,8.52452576447383
"1144",4464,191,2298.449383,7.74042497456115
"1145",4467,167,510.8379153,6.23800800324043
"1146",4469,162,71333.97766,11.1751420563786
"1147",4472,190,1739.374968,7.46185586784261
"1148",4476,163,6440.277927,8.77048223528217
"1149",4482,140,7109.134219,8.86927640011559
"1150",4483,162,39349.20657,10.580256503387
"1151",4489,140,616.5440268,6.42575036442206
"1152",4496,191,0,0
"1153",4497,187,0,0
"1154",4500,163,23220.63688,10.0528397471686
"1155",4514,163,240254.4301,12.3894579284502
"1156",4516,142,0,0
"1157",4533,92,0,0
"1158",4535,140,0,0
"1159",4537,139,122372.9174,11.7148365332155
"1160",4537,162,9229.195759,9.13023553626441
"1161",4537,187,0,0
"1162",4545,135,545.0018177,6.30262230486024
"1163",4547,69,0,0
"1164",4551,189,0,0
"1165",4553,139,2016570.451,14.5169093258441
"1166",4559,139,53034.70151,10.8787205791548
"1167",4564,187,0,0
"1168",4565,160,0,0
"1169",4565,190,470.4069319,6.15572169531542
"1170",4566,139,1212936.379,14.0085555616966
"1171",4566,187,2329.988915,7.75404788355469
"1172",4572,166,2339.5349,7.75813477197268
"1173",4576,135,689.4442662,6.53733525445774
"1174",4576,166,298.5919078,5.70242124126494
"1175",4578,99,0,0
"1176",4579,135,179353.8754,12.0971216663099
"1177",4579,163,9726.389672,9.18270086292855
"1178",4579,187,0,0
"1179",4583,139,75228.11747,11.2282936353941
"1180",4589,188,22.48871737,3.15652019394459
"1181",4590,78,0,0
"1182",4592,169,70897.82817,11.169009184457
"1183",4595,191,4115.933845,8.32286395290143
"1184",4602,191,7507.448426,8.92378412234799
"1185",4608,140,229.6883661,5.44106773521286
"1186",4609,187,8709.806094,9.07231961366986
"1187",4610,191,111.1621638,4.71994571518293
"1188",4612,162,544.6305583,6.3019421135752
"1189",4618,167,1438.216968,7.27185447245009
"1190",4618,191,115.250311,4.7557457197327
